StudentID,OldStudentID,CorrespondenceLanguageCode,CounselorNumber,StudentPersonalEmailAddress,SchoolCode,StudentNumber,StateStudentID,LastName,FirstName,MiddleName,Gender,Grade,GradeLevelShortDescription,GradeLevelLongDescription,Birthdate,ParentGuardianName,HomePhone,StudentMobilePhone,MailingAddress,MailingAddressCity,MailingAddressState,MailingAddressZipCode,ResidenceAddress,ResidenceAddressCity,ResidenceAddressState,ResidenceAddressZipCode,AddressVerified,EthnicityCode,RaceCode1,SchoolEnterDate,SchoolLeaveDate,DistrictEnterDate,AttendanceProgramCodePrimary,LockerNumber,LowSchedulingPeriod,HighSchedulingPeriod,FamilyKey,LanguageFluencyCode,HomeLanguageCode,ParentEdLevelCode,ParentEmailAddress,StudentEmailAddress,NetworkLoginID,EarlyWarningPoints,HomeRoomTeacherNumber,NotificationPreferenceCode,NextSchoolCode,NextGrade,NextGradeLevelShortDescription,NextGradeLevelLongDescription
99400299,0,00,994708,,994,299,9940000299,Braggins,Joseph,A,M,12,12,Twelfth Grade,2005-02-05T00:00:00,M/M B Braggins,7775554593,,1169 E Level St.,Eagle Rock,CA,99999,1169 E Level St.,Eagle Rock,CA,99999,False,N,700,2016-09-01T00:00:00,,2010-02-05T00:00:00,,,0,9,759,E,00,12,,Joseph.Braggins@example.com,,10.0,0,,0,13,13,Reserved for Graduating Seniors
99400300,0,00,994716,,994,300,9940000300,Brahs,Kristen,L,F,11,11,Eleventh Grade,2005-10-15T00:00:00,M/M B Brahs,7775551818,,1186 W Carmen Rd.,Eagle Rock,CA,99999,1186 W Carmen Rd.,Eagle Rock,CA,99999,False,N,700,2018-08-18T00:00:00,,2011-08-18T00:00:00,,,0,9,319,E,00,13,,Kristen.Brahs@example.com,,26.0,0,,0,12,12,Twelfth Grade
99400301,0,00,994723,,994,301,9940000301,Brand,Kevin,M,M,10,10,Tenth Grade,2007-02-16T00:00:00,M/M B Brand,7775556613,,1133 Swain St,Eagle Rock,CA,99999,1133 Swain St,Eagle Rock,CA,99999,False,N,700,2015-05-12T00:00:00,2023-02-14T00:00:00,2012-02-16T00:00:00,,,0,9,1076,E,00,11,,Kevin.Brand@example.com,,0.0,0,,0,11,11,Eleventh Grade
99400302,0,00,994723,,994,302,9940000302,Brand,Victor,J,M,10,10,Tenth Grade,2007-06-20T00:00:00,M/M B Brand,7775552945,,1121 E Florence Av,Eagle Rock,CA,99999,1121 E Florence Av,Eagle Rock,CA,99999,False,N,700,2015-05-12T00:00:00,,2012-08-09T00:00:00,,,0,9,511,E,00,12,,Victor.Brand@example.com,,8.0,0,,0,11,11,Eleventh Grade
99400303,0,00,994623,,994,303,9940000303,Brandt,Rosalia,Rochelle,F,9,9,Ninth Grade,2008-05-21T00:00:00,M/M B Brandt,7775556177,,4438 N Alvarado Ave #B,Eagle Rock,CA,99999,4438 N Alvarado Ave #B,Eagle Rock,CA,99999,False,N,700,2010-09-02T00:00:00,,2013-08-15T00:00:00,,,0,9,1012,E,00,12,,Rosalia.Brandt@example.com,,10.0,0,,0,10,10,Tenth Grade
99400304,0,00,994708,,994,304,9940000304,Brashear,Jonathan,A,M,12,12,Twelfth Grade,2005-02-28T00:00:00,M/M B Brashear,7775551871,,1132 E Durfee St,Eagle Rock,CA,99999,1132 E Durfee St,Eagle Rock,CA,99999,False,N,700,2016-09-01T00:00:00,,2010-02-28T00:00:00,,,0,9,327,E,00,12,,Jonathan.Brashear@example.com,,8.0,0,,0,13,13,Reserved for Graduating Seniors
99400305,0,00,994708,,994,305,9940000305,Braun,Jennifer,L,F,12,12,Twelfth Grade,2004-10-13T00:00:00,M/M B Braun,7775550183,,997 E Plum Edge,Eagle Rock,CA,99999,997 E Plum Edge,Eagle Rock,CA,99999,False,N,700,2016-05-15T00:00:00,,2010-10-13T00:00:00,,,0,9,40,E,00,12,,Jennifer.Braun@example.com,,27.0,0,,0,13,13,Reserved for Graduating Seniors
99400306,0,00,994716,,994,306,9940000306,Braun,Lea,M,F,11,11,Eleventh Grade,2006-02-12T00:00:00,M/M B Braun,7775550183,,997 E Plum Edge,Eagle Rock,CA,99999,997 E Plum Edge,Eagle Rock,CA,99999,False,N,700,2018-09-07T00:00:00,,2011-09-07T00:00:00,,,0,9,40,E,00,12,,Lea.Braun@example.com,,17.0,0,,0,12,12,Twelfth Grade
99400307,0,00,994716,,994,307,9940000307,Breceda,Anna,Marie,F,11,11,Eleventh Grade,2006-08-13T00:00:00,M/M B Breceda,7775552855,,11550 E Sepulveda Ave #49,Eagle Rock,CA,99999,11550 E Sepulveda Ave #49,Eagle Rock,CA,99999,False,N,700,2018-02-08T00:00:00,,2011-02-08T00:00:00,,,0,9,493,E,00,12,,Anna.Breceda@example.com,,5.0,0,,0,12,12,Twelfth Grade
99400308,0,00,994623,,994,308,9940000308,Breitenbach,Jacqueline,A,F,9,9,Ninth Grade,2007-11-04T00:00:00,M/M B Breitenbach,7775554155,,5536 Farglen Ave,Eagle Rock,CA,99999,5536 Farglen Ave,Eagle Rock,CA,99999,False,N,700,2012-09-06T00:00:00,,2013-08-15T00:00:00,,,0,9,697,E,00,11,,Jacqueline.Breitenbach@example.com,,20.0,0,,0,10,10,Tenth Grade
99400309,0,00,994723,,994,309,9940000309,Breitenbach,Kevin,,M,10,10,Tenth Grade,2006-12-03T00:00:00,M/M B Breitenbach,7775554155,,5536 N  Farglen Ave,Eagle Rock,CA,99999,5536 N  Farglen Ave,Eagle Rock,CA,99999,False,N,700,2015-05-12T00:00:00,,2012-08-09T00:00:00,,,0,9,697,E,00,12,,Kevin.Breitenbach@example.com,,5.0,0,,0,11,11,Eleventh Grade
99400310,0,00,0,,994,310,9940000310,Bright,Nathaniel,Michael,M,8,8,Eighth Grade,2010-03-10T00:00:00,M/M B Bright,7775558488,,1165 S Shady Glen Dr,Eagle Rock,CA,99999,1165 S Shady Glen Dr,Eagle Rock,CA,99999,False,N,700,2023-08-03T00:00:00,,2014-02-26T00:00:00,,,0,9,0,E,00,11,,Nathaniel.Bright@example.com,,0.0,0,,999,9,9,Ninth Grade
99400311,0,00,994623,,994,311,9940000311,Brinkmeier,Ruby,Irene,F,9,9,Ninth Grade,2007-04-16T00:00:00,M/M B Brinkmeier,7775550707,,772 Claraday #7,Eagle Rock,CA,99999,772 Claraday #7,Eagle Rock,CA,99999,False,N,700,2019-01-30T00:00:00,,2013-08-15T00:00:00,,,0,9,136,E,00,10,,Ruby.Brinkmeier@example.com,,7.0,0,,0,10,10,Tenth Grade
99400312,0,00,0,,994,312,9940000312,Briseno,Darlene,D,F,8,8,Eighth Grade,2008-12-01T00:00:00,M/M D Briseno,9995424003,,15560 Tustin Vlg Wy #1,Eagle Rock,CA,99999,15560 Tustin Vlg Wy #1,Eagle Rock,CA,99999,False,Y,,2023-08-03T00:00:00,,,,,0,9,0,E,,,,Darlene.Briseno@example.com,,0.0,0,,999,9,9,Ninth Grade
99400313,0,00,0,,994,313,9940000313,Brooks,Guadalupe,G,F,8,8,Eighth Grade,2009-06-16T00:00:00,M/M G Brooks,9995739325,,150 Orangewood,Eagle Rock,CA,99999,150 Orangewood,Eagle Rock,CA,99999,False,N,299,2023-08-03T00:00:00,,,,,0,9,0,E,,,,Guadalupe.Brooks@example.com,,0.0,0,,999,9,9,Ninth Grade
99400314,0,00,994708,,994,314,9940000314,Brooks,Samantha,Lee,F,12,12,Twelfth Grade,2004-12-03T00:00:00,M/M B Brooks,7775555281,,993 Calle Hermosa,Eagle Rock,CA,99999,993 Calle Hermosa,Eagle Rock,CA,99999,False,N,700,2019-09-05T00:00:00,,2010-12-03T00:00:00,,,0,9,877,E,00,11,,Samantha.Brooks@example.com,,0.0,0,,0,13,13,Reserved for Graduating Seniors
99400315,0,00,994623,,994,315,9940000315,Broski,Chalamar,Marie,F,9,9,Ninth Grade,2008-06-28T00:00:00,M/M B Broski,7775557685,,2255 E Hilshire St,Eagle Rock,CA,99999,2255 E Hilshire St,Eagle Rock,CA,99999,False,N,700,2010-09-02T00:00:00,,2013-08-15T00:00:00,,,0,9,1229,E,00,10,,Chalamar.Broski@example.com,,22.0,0,,0,10,10,Tenth Grade
99400316,0,00,0,,994,316,9940000316,Brown,Charles,Patrick,M,8,8,Eighth Grade,2010-06-07T00:00:00,M/M B Brown,7775553416,,1159 E Retford St,Eagle Rock,CA,99999,1159 E Retford St,Eagle Rock,CA,99999,False,N,700,2023-08-03T00:00:00,,2022-08-26T00:00:00,,,0,9,818,E,00,10,,Charles.Brown@example.com,,0.0,0,,999,9,9,Ninth Grade
99400317,0,00,994708,,994,317,9940000317,Brown,Daniel,,M,12,12,Twelfth Grade,2004-12-10T00:00:00,M/M B Brown,7775552089,,11605 E Palomino Dr,Eagle Rock,CA,99999,11605 E Palomino Dr,Eagle Rock,CA,99999,False,N,600,2018-08-17T00:00:00,2022-12-21T00:00:00,2010-12-10T00:00:00,,,0,9,372,E,00,11,,Daniel.Brown@example.com,,0.0,0,,0,13,13,Reserved for Graduating Seniors
99400318,0,00,994708,,994,318,9940000318,Brown,Gloria,A,F,12,12,Twelfth Grade,2005-04-27T00:00:00,M/M B Brown,7775554665,,5547 Magnolia,Eagle Rock,CA,99999,5547 Magnolia,Eagle Rock,CA,99999,False,N,700,2016-09-01T00:00:00,,2010-04-27T00:00:00,,,0,9,774,E,00,12,,Gloria.Brown@example.com,,60.0,0,,0,13,13,Reserved for Graduating Seniors
99400319,0,00,994623,,994,319,9940000319,Brown,Heather,Lee,F,9,9,Ninth Grade,2007-10-07T00:00:00,M/M B Brown,7775557895,,440 W Plum Edge,Eagle Rock,CA,99999,440 W Plum Edge,Eagle Rock,CA,99999,False,N,700,2018-04-11T00:00:00,,2013-08-15T00:00:00,,,1,9,1262,E,00,12,,Heather.Brown@example.com,,15.0,0,,0,10,10,Tenth Grade
99400320,0,00,994929,,994,320,9940000320,Brown,Kathryn,Ashley,F,12,12,Twelfth Grade,2005-05-22T00:00:00,M/M B Brown,7775559225,,1119 E Farland St,Eagle Rock,CA,99999,1119 E Farland St,Eagle Rock,CA,99999,False,N,700,2019-09-02T00:00:00,,2010-05-22T00:00:00,,,0,9,4273,E,00,12,,Kathryn.Brown@example.com,,16.0,0,,0,13,13,Reserved for Graduating Seniors
99400321,0,00,994708,,994,321,9940000321,Brown,Veronica,V,F,12,12,Twelfth Grade,2005-06-26T00:00:00,M/M B Brown,7775554997,,22132 Cloverland Dr,Eagle Rock,CA,99999,22132 Cloverland Dr,Eagle Rock,CA,99999,False,N,700,2016-09-01T00:00:00,2021-08-27T00:00:00,2006-06-26T00:00:00,,,0,9,833,E,00,12,,Veronica.Brown@example.com,,0.0,0,,0,13,13,Reserved for Graduating Seniors
99400322,0,00,994623,,994,322,9940000322,Brownyard,Denise,Melissa,F,10,10,Tenth Grade,2007-04-01T00:00:00,M/M B Brownyard,7775554703,,4441 Valley Center Ave,Eagle Rock,CA,99999,4441 Valley Center Ave,Eagle Rock,CA,99999,False,N,700,2020-09-05T00:00:00,,2012-09-05T00:00:00,,,0,9,2675,E,00,14,,Denise.Brownyard@example.com,,21.0,0,,0,11,11,Eleventh Grade
99400323,0,00,994623,,994,323,9940000323,Brueckner,Juan,C,M,9,9,Ninth Grade,2008-01-16T00:00:00,M/M B Brueckner,7775556997,,1151 Avenida Monte Vista,Eagle Rock,CA,99999,1151 Avenida Monte Vista,Eagle Rock,CA,99999,False,N,700,2010-09-02T00:00:00,,2013-08-15T00:00:00,,,0,9,1140,E,00,10,,Juan.Brueckner@example.com,,0.0,0,,0,10,10,Tenth Grade
99400324,0,00,994723,,994,324,9940000324,Bruun,Philip,,M,10,10,Tenth Grade,2007-07-25T00:00:00,M/M B Bruun,7775555088,,5520 Lemon Ave,Eagle Rock,CA,99999,5520 Lemon Ave,Eagle Rock,CA,99999,False,N,700,2017-04-14T00:00:00,,2012-08-09T00:00:00,,,0,9,844,E,00,11,,Philip.Bruun@example.com,,19.0,0,,0,11,11,Eleventh Grade
99400325,0,00,0,,994,325,9940000325,Bryant,Jennifer,J,F,8,8,Eighth Grade,2008-11-08T00:00:00,M/M J Bryant,9998323135,,13671 Fairmont Wy,Eagle Rock,CA,99999,13671 Fairmont Wy,Eagle Rock,CA,99999,False,N,700,2023-08-03T00:00:00,,,H,,0,9,0,E,,,,Jennifer.Bryant@example.com,,0.0,0,,999,9,9,Ninth Grade
99400326,0,00,994723,,994,326,9940000326,Bryant,Kevin,E,M,10,10,Tenth Grade,2007-01-14T00:00:00,M/M B Bryant,7775557360,,1108 E Ballinger,Eagle Rock,CA,99999,1108 E Ballinger,Eagle Rock,CA,99999,False,N,600,2015-05-12T00:00:00,,2012-08-09T00:00:00,,,0,9,1192,E,00,12,,Kevin.Bryant@example.com,,9.0,0,,0,11,11,Eleventh Grade
99400327,0,00,994716,,994,327,9940000327,Bryant,Kimberly,A,F,11,11,Eleventh Grade,2006-04-21T00:00:00,M/M B Bryant,7775553528,,1101 S Lancaster,Eagle Rock,CA,99999,1101 S Lancaster,Eagle Rock,CA,99999,False,N,700,2014-05-30T00:00:00,,2011-08-08T00:00:00,,,0,9,599,E,00,11,,Kimberly.Bryant@example.com,,0.0,0,,0,12,12,Twelfth Grade
99400328,0,00,994623,,994,328,9940000328,Buchanan,Adam,,M,9,9,Ninth Grade,2008-09-09T00:00:00,M/M B Buchanan,7775556305,,1122 Millcreek,Eagle Rock,CA,99999,1122 Millcreek,Eagle Rock,CA,99999,False,N,999,2019-08-16T00:00:00,,2013-08-17T00:00:00,,,0,9,1035,E,00,11,,Adam.Buchanan@example.com,,7.0,0,,0,10,10,Tenth Grade
99400329,0,00,994716,,994,329,9940000329,Buchanan,Edgar,,M,11,11,Eleventh Grade,2005-09-10T00:00:00,M/M B Buchanan,7775556305,,1122 Millcreek,Eagle Rock,CA,99999,1122 Millcreek,Eagle Rock,CA,99999,False,N,600,2019-08-16T00:00:00,,2011-08-17T00:00:00,,,0,9,1035,E,00,13,,Edgar.Buchanan@example.com,,0.0,0,,0,12,12,Twelfth Grade
99400330,0,00,0,,994,330,9940000330,Buchanan,Miguel,M,M,8,8,Eighth Grade,2009-05-20T00:00:00,M/M M Buchanan,9998367753,,1729 E Normandy #C,Eagle Rock,CA,99999,1729 E Normandy #C,Eagle Rock,CA,99999,False,N,600,2023-08-03T00:00:00,,,,,0,9,0,E,,,,Miguel.Buchanan@example.com,,0.0,0,,999,9,9,Ninth Grade
99400331,0,00,994723,,994,331,9940000331,Buchanan,Roseann,M,F,10,10,Tenth Grade,2007-01-28T00:00:00,M/M B Buchanan,7775557722,,22040 Coulter St,Eagle Rock,CA,99999,22040 Coulter St,Eagle Rock,CA,99999,False,N,700,2015-05-12T00:00:00,,2012-08-09T00:00:00,,,0,9,1237,E,00,12,,Roseann.Buchanan@example.com,,0.0,0,,0,11,11,Eleventh Grade
99400332,0,01,994716,,994,332,9940000332,Bueras,Sandra,J,F,11,11,Eleventh Grade,2006-07-09T00:00:00,M/M B Bueras,7775555954,,1101 S Bennington Ave,Eagle Rock,CA,99999,1101 S Bennington Ave,Eagle Rock,CA,99999,False,N,399,2014-05-30T00:00:00,,2011-08-08T00:00:00,,,0,9,981,I,01,11,,Sandra.Bueras@example.com,,4.0,0,,0,12,12,Twelfth Grade
99400333,0,00,0,,994,333,9940000333,Buford,Luis,L,M,8,8,Eighth Grade,2009-06-16T00:00:00,M/M L Buford,9997306059,,155 N B,Eagle Rock,CA,99999,155 N B,Eagle Rock,CA,99999,False,N,700,2023-08-03T00:00:00,,,,,0,9,0,E,,,,Luis.Buford@example.com,,0.0,0,,999,9,9,Ninth Grade
99400334,0,01,994716,,994,334,9940000334,Buitrago,Anthony,Allyn,M,11,11,Eleventh Grade,2005-11-14T00:00:00,M/M B Buitrago,7775558429,,660 N Stella Ave,Eagle Rock,CA,99999,660 N Stella Ave,Eagle Rock,CA,99999,False,Y,,2014-05-30T00:00:00,,2011-08-08T00:00:00,,,0,9,1332,I,01,12,,Anthony.Buitrago@example.com,,0.0,0,,0,12,12,Twelfth Grade
99400335,0,00,994723,,994,335,9940000335,Bumpus,Bradford,A,M,10,10,Tenth Grade,2006-08-03T00:00:00,M/M B Bumpus,7775551875,,1176 E Clinton Pl,Eagle Rock,CA,99999,1176 E Clinton Pl,Eagle Rock,CA,99999,False,N,700,2018-08-17T00:00:00,,2012-08-17T00:00:00,,,0,9,328,E,00,12,,Bradford.Bumpus@example.com,,25.0,0,,0,11,11,Eleventh Grade
99400336,0,32,994708,,994,336,9940000336,Bunya,Muntaser,S,M,12,12,Twelfth Grade,2005-07-04T00:00:00,M/M B Bunya,7775555906,,993 E Payson St,Eagle Rock,CA,99999,993 E Payson St,Eagle Rock,CA,99999,False,N,299,2016-09-01T00:00:00,,2010-07-04T00:00:00,,,0,9,973,I,46,11,,Muntaser.Bunya@example.com,,10.0,0,,0,13,13,Reserved for Graduating Seniors
99400337,0,00,994623,,994,337,9940000337,Burciaga,Daniel,,M,9,9,Ninth Grade,2007-10-30T00:00:00,M/M B Burciaga,7775559225,,220 N Glenellen Ave,Eagle Rock,CA,99999,220 N Glenellen Ave,Eagle Rock,CA,99999,False,Y,,2014-08-22T00:00:00,,2013-08-15T00:00:00,,,0,9,1441,E,00,12,,Daniel.Burciaga@example.com,,12.0,0,,0,10,10,Tenth Grade
99400338,0,00,994723,,994,338,9940000338,Burks,Jeffrey,Alexander,M,10,10,Tenth Grade,2007-04-11T00:00:00,M/M B Burks,7775556350,,1109 S Glendon,Eagle Rock,CA,99999,1109 S Glendon,Eagle Rock,CA,99999,False,N,600,2015-05-12T00:00:00,,2012-08-09T00:00:00,,,0,9,1042,E,00,12,,Jeffrey.Burks@example.com,,4.0,0,,0,11,11,Eleventh Grade
99400339,0,00,0,,994,339,9940000339,Burns,Anthony,A,M,8,8,Eighth Grade,2009-09-04T00:00:00,M/M A Burns,9995445981,,135 El Camino Real,Eagle Rock,CA,99999,135 El Camino Real,Eagle Rock,CA,99999,False,Y,,2023-08-03T00:00:00,,,,,0,9,0,E,,,,Anthony.Burns@example.com,,0.0,0,,999,9,9,Ninth Grade
99400340,0,00,994716,,994,340,9940000340,Burris,Manuel,Stephen,M,11,11,Eleventh Grade,2005-12-13T00:00:00,M/M B Burris,7775559889,,226 E Newfield St,Eagle Rock,CA,99999,226 E Newfield St,Eagle Rock,CA,99999,False,N,700,2020-01-25T00:00:00,,2011-01-26T00:00:00,,,0,9,1555,E,00,,,Manuel.Burris@example.com,,0.0,0,,0,12,12,Twelfth Grade
99400341,0,00,994623,,994,341,9940000341,Burstein,Laura,Beth,F,9,9,Ninth Grade,2008-03-20T00:00:00,M/M B Burstein,7775551978,,770 E Fifth St #6,Eagle Rock,CA,99999,770 E Fifth St #6,Eagle Rock,CA,99999,False,N,700,2011-08-24T00:00:00,,2013-08-15T00:00:00,,,0,9,350,E,00,12,,Laura.Burstein@example.com,,20.0,0,,0,10,10,Tenth Grade
99400342,0,00,994723,,994,342,9940000342,Burton,Kristen,N,F,10,10,Tenth Grade,2006-10-13T00:00:00,M/M B Burton,7775558468,,1141 Bellford Dr,Eagle Rock,CA,99999,1141 Bellford Dr,Eagle Rock,CA,99999,False,N,700,2015-05-12T00:00:00,,2012-08-09T00:00:00,,,0,9,1338,E,00,11,,Kristen.Burton@example.com,,3.0,0,,0,11,11,Eleventh Grade
99400343,0,00,994723,,994,343,9940000343,Busler,Richard,C,M,10,10,Tenth Grade,2006-12-17T00:00:00,M/M B Busler,7775554429,,22602 E Clearpoint Hwy#9,Eagle Rock,CA,99999,22602 E Clearpoint Hwy#9,Eagle Rock,CA,99999,False,N,700,2017-09-07T00:00:00,,2012-08-09T00:00:00,,,0,9,739,E,00,12,,Richard.Busler@example.com,,15.0,0,,0,11,11,Eleventh Grade
99400344,0,00,994716,,994,344,9940000344,Bustillos,Brandon,,M,11,11,Eleventh Grade,2006-01-15T00:00:00,M/M B Bustillos,7775556674,,2214 Scarborough,Eagle Rock,CA,99999,2214 Scarborough,Eagle Rock,CA,99999,False,Y,,2018-08-18T00:00:00,,2011-08-18T00:00:00,,,0,9,1083,E,00,12,,Brandon.Bustillos@example.com,,30.0,0,,0,12,12,Twelfth Grade
99400345,0,00,994623,,994,345,9940000345,Bustillos,Sarah,F,F,9,9,Ninth Grade,2008-07-18T00:00:00,M/M B Bustillos,7775556674,,2214 Scarborough Rd,Eagle Rock,CA,99999,2214 Scarborough Rd,Eagle Rock,CA,99999,False,Y,,2013-01-30T00:00:00,,2013-08-15T00:00:00,,,0,9,1083,E,00,12,,Sarah.Bustillos@example.com,,10.0,0,,0,10,10,Tenth Grade
99400346,0,00,994723,,994,346,9940000346,Bustos,Amanda,H,F,10,10,Tenth Grade,2006-03-26T00:00:00,M/M B Bustos,7775551700,,11651 Holmsby Ave.,Eagle Rock,CA,99999,11651 Holmsby Ave.,Eagle Rock,CA,99999,False,Y,,2018-11-08T00:00:00,,2012-11-08T00:00:00,,,0,9,307,E,00,12,,Amanda.Bustos@example.com,,5.0,0,,0,11,11,Eleventh Grade
99400347,0,00,0,,994,347,9940000347,Butawan,Elizabeth,E,F,8,8,Eighth Grade,2008-02-28T00:00:00,M/M E Butawan,9998380542,,631 W. 6th St. #C,Eagle Rock,CA,99999,631 W. 6th St. #C,Eagle Rock,CA,99999,False,N,400,2023-08-03T00:00:00,,,,L3,0,9,0,E,,,,Elizabeth.Butawan@example.com,,0.0,0,,999,9,9,Ninth Grade
99400348,0,00,994723,,994,348,9940000348,Butikofer,Monique,Marie,F,10,10,Tenth Grade,2007-02-28T00:00:00,M/M B Butikofer,7775559605,,5502 Clearpoint Hwy,Eagle Rock,CA,99999,5502 Clearpoint Hwy,Eagle Rock,CA,99999,False,N,700,2016-09-01T00:00:00,2023-02-02T00:00:00,2012-08-09T00:00:00,,,0,9,1507,E,00,11,,Monique.Butikofer@example.com,,0.0,0,,0,11,11,Eleventh Grade
99400349,0,00,994716,,994,349,9940000349,Byers,Jeffery,A,M,11,11,Eleventh Grade,2006-06-25T00:00:00,M/M B Byers,7775558775,,4419 N Coney Ave,Eagle Rock,CA,99999,4419 N Coney Ave,Eagle Rock,CA,99999,False,N,700,2017-08-19T00:00:00,,2011-08-19T00:00:00,,,0,9,1380,E,00,12,,Jeffery.Byers@example.com,,29.0,0,,0,12,12,Twelfth Grade
99400350,0,00,994623,,994,350,9940000350,Byers,Luke,M,M,9,9,Ninth Grade,2008-10-01T00:00:00,M/M B Byers,7775558775,,779 N Coney Ave,Eagle Rock,CA,99999,779 N Coney Ave,Eagle Rock,CA,99999,False,N,700,2017-08-23T00:00:00,,2013-08-15T00:00:00,,,0,9,1380,E,00,12,,Luke.Byers@example.com,,15.0,0,,0,10,10,Tenth Grade
99400351,0,00,994623,,994,351,9940000351,Caballero,Brian,Michael,M,9,9,Ninth Grade,2008-02-18T00:00:00,M/M C Caballero,7775555164,,1126 E Walton Rd. #D,Eagle Rock,CA,99999,1126 E Walton Rd. #D,Eagle Rock,CA,99999,False,Y,,2019-08-16T00:00:00,,2013-08-17T00:00:00,,,0,9,861,E,00,12,,Brian.Caballero@example.com,,15.0,0,,0,10,10,Tenth Grade
99400352,0,01,0,,994,352,9940000352,Cabezas,Genevieve,,F,8,8,Eighth Grade,2010-09-17T00:00:00,M/M C Cabezas,7775559460,,22042 E Arrow Hwy Apt 142,Eagle Rock,CA,99999,22042 E Arrow Hwy Apt 142,Eagle Rock,CA,99999,False,Y,100,2023-08-03T00:00:00,,2021-08-28T00:00:00,,,0,9,0,R,01,13,,Genevieve.Cabezas@example.com,,0.0,0,,999,9,9,Ninth Grade
99400353,0,00,994623,,994,353,9940000353,Cabrera,Camia,L,F,9,9,Ninth Grade,2008-02-26T00:00:00,M/M C Cabrera,7775553483,,1103 S Valle del Fuego Ave,Eagle Rock,CA,99999,1103 S Valle del Fuego Ave,Eagle Rock,CA,99999,False,Y,,2010-10-01T00:00:00,,2013-08-15T00:00:00,,,0,9,594,E,00,14,,Camia.Cabrera@example.com,,16.0,0,,0,10,10,Tenth Grade
99400354,0,01,994723,,994,354,9940000354,Cabrera,Dustin,F,M,10,10,Tenth Grade,2006-06-11T00:00:00,M/M C Cabrera,7775554205,,5532 N Carsonpark Ave,Eagle Rock,CA,99999,5532 N Carsonpark Ave,Eagle Rock,CA,99999,False,Y,,2017-09-07T00:00:00,,2012-08-09T00:00:00,,,0,9,704,E,01,12,,Dustin.Cabrera@example.com,,0.0,0,,0,11,11,Eleventh Grade
99400355,0,00,994929,,994,355,9940000355,Cabrera,Rene,Brianne,F,12,12,Twelfth Grade,2005-11-23T00:00:00,M/M C Cabrera,7775558317,,22647 E Calora St,Eagle Rock,CA,99999,22647 E Calora St,Eagle Rock,CA,99999,False,Y,100,2019-09-02T00:00:00,,2010-11-23T00:00:00,,,0,9,2098,E,00,12,,Rene.Cabrera@example.com,,58.0,0,,0,13,13,Reserved for Graduating Seniors
99400356,0,00,994929,,994,356,9940000356,Caceres,Amir,,M,12,12,Twelfth Grade,2005-02-17T00:00:00,M/M C Caceres,7775556244,,1136 Calle Ciervos,Eagle Rock,CA,99999,1136 Calle Ciervos,Eagle Rock,CA,99999,False,Y,100,2020-08-28T00:00:00,,2010-02-17T00:00:00,,,0,9,368,E,00,12,,Amir.Caceres@example.com,,19.0,0,,0,13,13,Reserved for Graduating Seniors
99400357,0,01,994708,,994,357,9940000357,Caceres,Christa,,F,12,12,Twelfth Grade,2004-03-04T00:00:00,M/M C Caceres,7775556954,,11850 E Clearpoint Hwy #F1,Eagle Rock,CA,99999,11850 E Clearpoint Hwy #F1,Eagle Rock,CA,99999,False,Y,,2016-09-01T00:00:00,,2010-03-04T00:00:00,,,1,9,1136,L,01,13,,Christa.Caceres@example.com,,25.0,0,,0,13,13,Reserved for Graduating Seniors
99400358,0,01,994623,,994,358,9940000358,Caceres,Jonathan,Gabriel,M,9,9,Ninth Grade,2007-04-24T00:00:00,M/M C Caceres,7775556954,,11850 E Clearpoint Hwy #F1,Eagle Rock,CA,99999,11850 E Clearpoint Hwy #F1,Eagle Rock,CA,99999,False,Y,,2019-09-04T00:00:00,,2013-09-05T00:00:00,,,0,9,1136,I,01,12,,Jonathan.Caceres@example.com,,5.0,0,,0,10,10,Tenth Grade
99400359,0,00,0,,994,359,9940000359,Cadena,Brad,,M,8,8,Eighth Grade,2010-03-26T00:00:00,M/M C Cadena,9996334125,,440 W Renwick Rd,Eagle Rock,CA,99999,440 W Renwick Rd,Eagle Rock,CA,99999,False,Y,700,2023-08-03T00:00:00,,2013-09-04T00:00:00,,,0,9,0,E,00,12,,Brad.Cadena@example.com,,0.0,0,,999,9,9,Ninth Grade
99400360,0,00,994723,,994,360,9940000360,Cadilli,Eric,Andrew,M,10,10,Tenth Grade,2007-02-02T00:00:00,M/M C Cadilli,7775554587,,22360 E Clearpoint Hwy#B,Eagle Rock,CA,99999,22360 E Clearpoint Hwy#B,Eagle Rock,CA,99999,False,Y,,2015-05-12T00:00:00,,2012-08-09T00:00:00,,,0,9,758,E,00,12,,Eric.Cadilli@example.com,,17.0,0,,0,11,11,Eleventh Grade
99400361,0,00,994723,,994,361,9940000361,Caldera,Abraham,Domingo,M,11,11,Eleventh Grade,2006-02-05T00:00:00,M/M C Caldera,7775550333,,22602 E Arrow Hwy Apt 18,Eagle Rock,CA,99999,22602 E Arrow Hwy Apt 18,Eagle Rock,CA,99999,False,Y,100,2020-01-28T00:00:00,2021-08-27T00:00:00,2007-02-05T00:00:00,,,0,9,1441,E,00,12,,Abraham.Caldera@example.com,,0.0,0,,0,12,12,Twelfth Grade
